order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit,is_returned,order_month,order_year
O00617,2024-04-25,C0750,P0207,S025,In-Store,1,176.19,0.0,176.19,97.87,78.32,0,2024-04,2024
O00618,2023-05-31,C0131,P1176,S043,In-Store,1,50.72,0.2,40.58,43.16,6.048000000000002,0,2023-05,2023
O00619,2023-11-28,C0669,P0822,S003,In-Store,2,79.83,0.1,143.69,55.27,44.20799999999999,0,2023-11,2023
O00620,2024-04-22,C0759,P0237,S051,In-Store,2,280.12,0.2,448.19,173.11,171.216,0,2024-04,2024
O00621,2023-08-09,C0799,P0969,S054,In-Store,3,171.98,0.1,464.35,90.71,219.429,0,2023-08,2023
O00622,2024-09-20,C0183,P0868,S024,In-Store,1,207.53,0.0,207.53,131.45,76.08000000000001,0,2024-09,2024
O00623,2023-09-02,C0345,P0047,Online,Online,1,141.0,0.2,112.8,86.75,43.400000000000006,0,2023-09,2023
O00624,2023-12-09,C0475,P0576,Online,Online,1,323.53,0.2,258.82,179.67,115.088,0,2023-12,2023
O00625,2023-07-26,C0051,P0756,Online,Online,1,338.92,0.1,305.03,181.6,141.58800000000002,0,2023-07,2023
O00626,2023-12-21,C0785,P0048,S011,In-Store,2,187.5,0.1,337.5,135.6,93.42000000000002,0,2023-12,2023
O00627,2025-03-01,C0017,P0914,S040,In-Store,1,254.74,0.0,254.74,196.96,57.78,0,2025-03,2025
O00628,2023-09-29,C0365,P0074,S025,In-Store,2,31.65,0.05,60.13,18.64,24.718999999999994,0,2023-09,2023
O00629,2024-03-13,C0547,P0193,Online,Online,1,62.96,0.05,59.81,32.26,29.165000000000003,0,2024-03,2024
O00630,2024-03-26,C0441,P0562,S029,In-Store,2,274.7,0.05,521.93,171.65,195.79499999999996,0,2024-03,2024
O00631,2024-10-09,C0750,P1072,S002,In-Store,1,200.65,0.0,200.65,138.28,62.370000000000005,0,2024-10,2024
O00632,2023-06-08,C0039,P0300,S046,In-Store,2,138.12,0.0,276.24,75.85,124.54000000000002,0,2023-06,2023
O00633,2024-10-04,C0742,P0161,S040,In-Store,1,351.88,0.1,316.69,186.91,148.473,0,2024-10,2024
O00634,2025-03-06,C0022,P0376,S016,In-Store,1,79.72,0.0,79.72,56.0,23.72,0,2025-03,2025
O00635,2025-02-18,C0443,P0238,S036,In-Store,1,30.72,0.1,27.65,27.46,2.9339999999999984,0,2025-02,2025
O00636,2025-03-01,C0630,P1052,S050,In-Store,3,190.93,0.05,544.15,126.53,183.54000000000002,0,2025-03,2025
O00637,2024-09-28,C0050,P0766,S013,In-Store,2,103.05,0.2,164.88,74.95,44.959999999999994,1,2024-09,2024
O00638,2025-01-03,C0705,P0380,Online,Online,2,278.15,0.0,556.3,152.68,250.93999999999994,1,2025-01,2025
O00639,2025-01-05,C0185,P0583,Online,Online,3,13.6,0.2,32.64,8.89,11.303999999999998,0,2025-01,2025
O00640,2023-08-26,C0179,P0848,S017,In-Store,1,198.54,0.1,178.69,170.54,25.2,0,2023-08,2023
O00641,2025-03-26,C0572,P0651,Online,Online,3,315.36,0.05,898.78,169.86,414.67499999999995,0,2025-03,2025
O00642,2025-03-04,C0332,P0452,Online,Online,2,225.95,0.1,406.71,161.79,115.488,0,2025-03,2025
O00643,2025-01-29,C0623,P0943,S040,In-Store,1,181.12,0.1,163.01,104.17,69.25500000000001,0,2025-01,2025
O00644,2024-09-08,C0487,P1142,Online,Online,3,42.19,0.1,113.91,30.88,30.536999999999995,0,2024-09,2024
O00645,2023-04-28,C0455,P0310,S047,In-Store,1,152.81,0.2,122.25,112.25,32.448,0,2023-04,2023
O00646,2024-06-19,C0714,P0348,S016,In-Store,1,21.8,0.2,17.44,11.16,8.512,0,2024-06,2024
O00647,2025-02-14,C0585,P0160,S035,In-Store,1,141.43,0.1,127.29,92.08,44.415000000000006,0,2025-02,2025
O00648,2023-12-16,C0765,P1084,S018,In-Store,1,249.42,0.1,224.48,184.93,58.04099999999998,0,2023-12,2023
O00649,2023-08-28,C0478,P0060,Online,Online,1,146.26,0.05,138.95,118.59,26.286499999999986,0,2023-08,2023
O00650,2023-05-03,C0578,P0883,S048,In-Store,3,76.04,0.0,228.12,51.01,75.09000000000003,0,2023-05,2023
O00651,2023-08-03,C0290,P1139,S015,In-Store,1,222.83,0.2,178.26,196.14,21.35200000000002,0,2023-08,2023
O00652,2024-03-07,C0134,P0775,S054,In-Store,2,22.99,0.0,45.98,12.88,20.219999999999995,0,2024-03,2024
O00653,2024-09-07,C0223,P0432,S036,In-Store,1,95.18,0.1,85.66,49.8,40.84200000000001,0,2024-09,2024
O00654,2023-11-12,C0162,P0821,S022,In-Store,1,262.98,0.05,249.83,137.91,118.81650000000002,0,2023-11,2023
O00655,2024-02-23,C0613,P0571,S023,In-Store,2,206.5,0.0,413.0,124.75,163.5,0,2024-02,2024
O00656,2024-08-20,C0703,P0650,S034,In-Store,1,190.7,0.2,152.56,146.68,35.21599999999999,0,2024-08,2024
O00657,2023-05-04,C0413,P1013,S018,In-Store,1,325.64,0.2,260.51,185.11,112.42399999999998,0,2023-05,2023
O00658,2025-04-10,C0181,P0819,Online,Online,1,85.93,0.1,77.34,71.29,13.176,0,2025-04,2025
O00659,2024-11-23,C0671,P0352,S006,In-Store,3,289.95,0.2,695.88,191.55,236.15999999999997,0,2024-11,2024
O00660,2023-11-21,C0428,P0856,S040,In-Store,2,72.18,0.0,144.36,53.24,37.88000000000001,0,2023-11,2023
O00661,2023-10-31,C0141,P1030,S038,In-Store,2,115.95,0.2,185.52,100.06,25.424000000000003,1,2023-10,2023
O00662,2025-01-05,C0332,P0511,Online,Online,3,189.31,0.2,454.34,120.77,164.496,0,2025-01,2025
O00663,2024-03-14,C0379,P0046,S056,In-Store,1,53.96,0.2,43.17,28.38,20.464000000000002,0,2024-03,2024
O00664,2024-07-25,C0197,P0330,S046,In-Store,2,355.55,0.05,675.54,189.35,315.78000000000003,0,2024-07,2024
O00665,2024-02-23,C0729,P0409,S018,In-Store,2,263.72,0.0,527.44,161.91,203.62000000000006,0,2024-02,2024
O00666,2024-09-09,C0211,P1182,S015,In-Store,2,275.08,0.2,440.13,167.92,171.45600000000002,0,2024-09,2024
O00667,2024-11-26,C0515,P0362,S032,In-Store,3,149.41,0.0,448.23,85.59,191.45999999999998,0,2024-11,2024
O00668,2024-05-22,C0339,P0326,Online,Online,20,134.39,0.0,2687.8,95.57,776.3999999999999,0,2024-05,2024
O00669,2024-03-07,C0033,P0832,S030,In-Store,2,149.77,0.2,239.63,102.98,74.86400000000002,0,2024-03,2024
O00670,2024-11-19,C0427,P0532,Online,In-Store,1,49.14,0.0,49.14,28.29,20.85,0,2024-11,2024
O00671,2023-04-28,C0621,P1093,S028,In-Store,1,143.78,0.2,115.02,98.24,36.43200000000001,0,2023-04,2023
O00672,2023-08-12,C0061,P0599,S053,In-Store,1,131.38,0.0,131.38,67.15,64.22999999999999,0,2023-08,2023
O00673,2025-03-27,C0733,P1047,S028,In-Store,2,126.31,0.2,202.1,79.41,75.04,0,2025-03,2025
O00674,2023-12-10,C0106,P0298,S048,In-Store,1,24.97,0.0,24.97,13.26,11.709999999999999,0,2023-12,2023
O00675,2024-12-17,C0375,P0845,S009,In-Store,4,265.78,0.05,1009.96,195.98,265.2399999999999,0,2024-12,2024
O00676,2024-05-18,C0215,P0541,Online,Online,3,102.78,0.0,308.34,53.41,148.11,0,2024-05,2024
O00677,2023-08-15,C0726,P1006,S048,In-Store,2,262.46,0.1,472.43,194.07,123.10199999999998,0,2023-08,2023
O00678,2023-08-04,C0705,P0910,S028,In-Store,2,231.06,0.1,415.91,166.1,116.92800000000001,0,2023-08,2023
O00679,2024-10-02,C0608,P0073,S009,In-Store,1,10.3,0.1,9.27,5.33,4.473000000000001,0,2024-10,2024
O00680,2024-09-27,C0379,P1154,S018,In-Store,1,111.2,0.1,100.08,72.32,34.99200000000001,0,2024-09,2024
O00681,2023-05-28,C0162,P1162,S030,In-Store,2,199.19,0.2,318.7,117.85,130.144,0,2023-05,2023
O00682,2024-12-03,C0158,P0263,Online,Online,2,291.33,0.1,524.39,175.9,207.77399999999997,0,2024-12,2024
O00683,2024-03-24,C0263,P0466,Online,Online,1,135.41,0.05,128.64,99.14,34.45649999999999,0,2024-03,2024
O00684,2024-10-03,C0151,P1196,Online,Online,2,103.64,0.1,186.55,61.87,75.186,1,2024-10,2024
O00685,2023-06-26,C0763,P1058,S039,In-Store,1,219.39,0.05,208.42,138.39,76.95,0,2023-06,2023
O00686,2023-12-29,C0659,P0319,S032,In-Store,1,225.29,0.1,202.76,169.96,49.79699999999999,0,2023-12,2023
O00687,2024-02-19,C0387,P0993,S055,In-Store,1,170.79,0.2,136.63,99.31,57.184,0,2024-02,2024
O00688,2023-08-22,C0388,P0029,S004,In-Store,1,37.24,0.1,33.52,28.6,7.776000000000001,0,2023-08,2023
O00689,2024-03-31,C0211,P0459,Online,Online,3,44.11,0.0,132.33,32.14,35.91,0,2024-03,2024
O00690,2024-03-04,C0365,P1021,S058,In-Store,2,176.65,0.0,353.3,110.79,131.72,0,2024-03,2024
O00691,2023-10-29,C0596,P1073,S047,In-Store,1,14.14,0.05,13.43,7.31,6.488500000000001,0,2023-10,2023
O00692,2024-11-28,C0033,P0816,S017,In-Store,2,235.03,0.1,423.05,146.6,159.174,0,2024-11,2024
O00693,2023-05-08,C0277,P1133,Online,In-Store,1,53.96,0.0,53.96,44.43,9.530000000000001,1,2023-05,2023
O00694,2025-02-19,C0057,P0914,S015,In-Store,3,254.74,0.05,726.01,196.96,164.673,0,2025-02,2025
O00695,2023-05-07,C0757,P0374,S041,In-Store,1,190.53,0.05,181.0,98.1,87.80850000000001,1,2023-05,2023
O00696,2023-12-20,C0734,P0934,Online,Online,1,285.28,0.1,256.75,152.76,119.26799999999999,0,2023-12,2023
O00697,2024-10-26,C0093,P0389,S058,In-Store,3,277.24,0.0,831.72,154.95,366.87000000000006,0,2024-10,2024
O00698,2024-05-04,C0135,P1070,S013,In-Store,1,20.86,0.05,19.82,15.59,5.006499999999999,0,2024-05,2024
O00699,2024-10-13,C0779,P1190,S006,In-Store,1,305.51,0.0,305.51,181.82,123.69,0,2024-10,2024
O00700,2024-09-26,C0649,P0149,Online,Online,1,29.42,0.0,29.42,22.17,7.25,0,2024-09,2024
O00701,2023-05-20,C0487,P0404,Online,Online,3,233.86,0.05,666.5,170.62,180.234,0,2023-05,2023
O00702,2023-06-28,C0307,P1165,Online,Online,1,111.55,0.2,89.24,73.86,30.152,0,2023-06,2023
O00703,2023-11-09,C0114,P0906,S012,In-Store,1,269.33,0.2,215.46,150.49,95.07199999999999,0,2023-11,2023
O00704,2023-11-20,C0257,P0833,S031,In-Store,1,213.73,0.05,203.04,141.16,68.94149999999999,0,2023-11,2023
O00705,2023-12-28,C0494,P1053,Online,Online,2,94.13,0.1,169.43,74.28,35.72999999999999,0,2023-12,2023
O00706,2024-12-21,C0544,P0509,S043,In-Store,3,222.66,0.1,601.18,126.99,258.309,0,2024-12,2024
O00707,2024-04-21,C0114,P0373,S020,In-Store,1,124.26,0.2,99.41,105.48,15.024000000000001,0,2024-04,2024
O00708,2024-03-22,C0183,P0134,S043,In-Store,1,249.13,0.1,224.22,182.16,60.273,0,2024-03,2024
O00709,2023-09-12,C0453,P0701,S034,In-Store,3,94.74,0.05,270.01,83.67,31.54949999999998,0,2023-09,2023
O00710,2025-01-12,C0111,P0474,Online,Online,1,140.16,0.1,126.14,80.82,53.406000000000006,0,2025-01,2025
O00711,2023-05-08,C0543,P0966,Online,Online,1,159.24,0.1,143.32,81.86,69.64200000000001,0,2023-05,2023
O00712,2023-10-04,C0215,P1169,S020,In-Store,2,50.9,0.05,96.71,33.85,32.394999999999996,0,2023-10,2023
O00713,2024-10-12,C0405,P0351,S039,In-Store,2,170.33,0.05,323.63,106.14,121.96100000000001,0,2024-10,2024
O00714,2023-05-25,C0528,P0970,S050,In-Store,1,144.34,0.2,115.47,87.38,45.56800000000001,0,2023-05,2023
O00715,2023-05-05,C0275,P0468,S030,In-Store,2,146.22,0.1,263.2,97.85,87.06600000000002,0,2023-05,2023
O00716,2023-05-01,C0313,P0683,S053,In-Store,1,27.06,0.1,24.35,14.77,11.061,0,2023-05,2023
O00717,2024-05-05,C0435,P1153,S026,In-Store,1,152.8,0.0,152.8,103.2,49.60000000000001,0,2024-05,2024
O00718,2023-08-10,C0413,P0113,S022,In-Store,2,238.0,0.05,452.2,128.94,207.214,1,2023-08,2023
O00719,2024-08-03,C0785,P0561,Online,Online,1,182.85,0.05,173.71,137.05,43.509999999999984,0,2024-08,2024
O00720,2024-10-31,C0733,P0524,Online,Online,2,301.16,0.1,542.09,153.73,265.3740000000001,0,2024-10,2024
O00721,2023-06-14,C0437,P0783,S035,In-Store,2,59.11,0.05,112.31,41.45,33.553999999999995,0,2023-06,2023
O00722,2024-02-16,C0632,P1030,S017,In-Store,1,115.95,0.0,115.95,100.06,15.89,0,2024-02,2024
O00723,2024-10-08,C0164,P0666,S017,In-Store,2,78.53,0.2,125.65,65.86,20.272000000000006,0,2024-10,2024
O00724,2023-07-26,C0047,P0798,S058,In-Store,1,97.75,0.2,78.2,54.63,34.496,0,2023-07,2023
O00725,2024-07-18,C0621,P0410,S006,In-Store,1,244.31,0.0,244.31,174.55,69.75999999999999,0,2024-07,2024
O00726,2023-06-20,C0282,P1101,S059,In-Store,2,27.41,0.1,49.34,17.28,18.233999999999998,0,2023-06,2023
O00727,2024-08-06,C0137,P0151,S049,In-Store,2,176.17,0.2,281.87,106.1,112.112,0,2024-08,2024
O00728,2023-10-10,C0154,P0595,Online,Online,1,277.06,0.05,263.21,158.47,112.6605,0,2023-10,2023
O00729,2024-11-11,C0448,P0502,S034,In-Store,2,256.28,0.1,461.3,165.85,162.77399999999997,0,2024-11,2024
O00730,2024-06-27,C0298,P0044,Online,Online,2,22.6,0.0,45.2,14.78,15.640000000000004,0,2024-06,2024
O00731,2024-04-12,C0716,P0642,S023,In-Store,1,258.83,0.2,207.06,171.06,70.216,0,2024-04,2024
O00732,2023-08-21,C0219,P0377,S014,In-Store,3,119.09,0.2,285.82,95.75,56.01600000000001,0,2023-08,2023
O00733,2023-06-07,C0203,P0530,Online,Online,1,274.32,0.0,274.32,147.34,126.97999999999999,0,2023-06,2023
O00734,2023-09-05,C0657,P0841,S051,In-Store,2,101.01,0.2,161.62,53.94,75.31200000000001,0,2023-09,2023
O00735,2023-06-03,C0541,P0123,S032,In-Store,3,159.16,0.1,429.73,112.93,124.82099999999997,0,2023-06,2023
O00736,2024-01-17,C0447,P0065,S055,In-Store,1,103.15,0.1,92.84,57.03,41.508,0,2024-01,2024
O00737,2024-06-04,C0503,P0578,S040,In-Store,1,178.32,0.0,178.32,133.09,45.22999999999999,1,2024-06,2024
O00738,2024-11-09,C0578,P0188,S049,In-Store,1,302.59,0.0,302.59,172.73,129.85999999999999,0,2024-11,2024
O00739,2024-07-01,C0525,P0179,S029,In-Store,1,82.77,0.05,78.63,51.26,29.934499999999996,0,2024-07,2024
O00740,2024-06-17,C0785,P0882,S029,In-Store,3,165.62,0.2,397.49,129.51,86.66400000000004,0,2024-06,2024
O00741,2024-06-05,C0756,P0311,S004,In-Store,1,248.9,0.05,236.45,159.77,84.67349999999999,1,2024-06,2024
O00742,2023-06-16,C0347,P0929,S044,In-Store,1,34.13,0.2,27.3,18.97,12.128000000000004,0,2023-06,2023
O00743,2025-03-07,C0411,P1177,Online,Online,2,59.49,0.2,95.18,42.92,26.512,1,2025-03,2025
O00744,2025-02-06,C0230,P0660,S016,In-Store,1,161.23,0.05,153.17,128.05,31.52099999999998,0,2025-02,2025
O00745,2025-02-08,C0786,P0668,S041,In-Store,1,153.87,0.05,146.18,89.56,61.0945,0,2025-02,2025
O00746,2024-08-14,C0588,P0726,S045,In-Store,2,268.98,0.05,511.06,185.66,158.30800000000002,0,2024-08,2024
O00747,2024-03-22,C0151,P0422,S006,In-Store,1,221.49,0.0,221.49,169.3,52.19,0,2024-03,2024
O00748,2023-12-30,C0040,P0260,S004,In-Store,1,116.29,0.1,104.66,104.16,10.917000000000009,0,2023-12,2023
O00749,2023-08-03,C0235,P0427,Online,Online,1,219.82,0.05,208.83,163.97,53.05749999999999,0,2023-08,2023
O00750,2025-02-05,C0277,P0477,S013,In-Store,1,202.25,0.1,182.03,124.21,70.236,0,2025-02,2025
O00751,2024-04-04,C0450,P0252,S024,In-Store,2,231.15,0.0,462.3,196.57,69.16000000000003,0,2024-04,2024
O00752,2024-10-18,C0761,P0427,S028,In-Store,3,219.82,0.2,527.57,163.97,134.04,0,2024-10,2024
O00753,2024-10-15,C0210,P0779,S007,In-Store,2,113.02,0.0,226.04,78.45,69.13999999999999,1,2024-10,2024
O00754,2024-10-01,C0518,P1184,S007,In-Store,2,32.67,0.05,62.07,22.25,19.798000000000002,0,2024-10,2024
O00755,2024-02-07,C0123,P1001,S022,In-Store,2,125.39,0.1,225.7,71.57,96.87600000000002,0,2024-02,2024
O00756,2024-09-25,C0215,P0185,S023,In-Store,1,189.67,0.2,151.74,150.76,31.128,0,2024-09,2024
O00757,2024-06-25,C0114,P0935,Online,Online,3,367.55,0.2,882.12,190.04,426.0240000000001,0,2024-06,2024
O00758,2023-07-06,C0409,P0204,S017,In-Store,2,200.67,0.1,361.21,110.34,162.59399999999997,0,2023-07,2023
O00759,2024-08-31,C0444,P0615,Online,Online,3,92.09,0.0,276.27,63.28,86.43,0,2024-08,2024
O00760,2023-05-06,C0399,P0965,Online,Online,1,264.41,0.1,237.97,178.08,77.69700000000002,0,2023-05,2023
O00761,2023-05-12,C0331,P0092,Online,Online,3,210.05,0.05,598.64,179.14,88.09350000000006,0,2023-05,2023
O00762,2024-08-23,C0009,P0262,S008,In-Store,2,48.1,0.2,76.96,35.21,20.624000000000002,0,2024-08,2024
O00763,2024-03-18,C0062,P0498,S055,In-Store,2,35.81,0.1,64.46,19.73,28.944000000000003,0,2024-03,2024
O00764,2023-09-23,C0424,P0322,S011,In-Store,2,40.71,0.05,77.35,20.84,37.753,0,2023-09,2023
O00765,2023-05-13,C0684,P0371,S059,In-Store,1,229.56,0.0,229.56,131.42,98.14000000000001,0,2023-05,2023
O00766,2024-03-26,C0030,P1018,Online,Online,3,167.01,0.2,400.82,129.58,89.83199999999995,0,2024-03,2024
O00767,2024-04-22,C0271,P0657,Online,Online,2,29.04,0.0,58.08,15.54,27.0,0,2024-04,2024
O00768,2023-09-11,C0481,P0070,S009,In-Store,1,235.0,0.2,188.0,176.02,47.184,1,2023-09,2023
O00769,2023-10-27,C0386,P1075,Online,Online,1,285.01,0.0,285.01,191.46,93.54999999999998,0,2023-10,2023
O00770,2023-06-14,C0228,P0188,S004,In-Store,1,302.59,0.0,302.59,172.73,129.85999999999999,0,2023-06,2023
O00771,2024-02-15,C0475,P0850,S034,In-Store,2,321.09,0.2,513.74,178.1,228.784,0,2024-02,2024
O00772,2025-03-12,C0617,P0001,S030,In-Store,1,13.26,0.1,11.93,11.2,1.8540000000000005,0,2025-03,2025
O00773,2024-11-17,C0672,P1105,S039,In-Store,3,14.96,0.0,44.88,12.19,8.310000000000004,0,2024-11,2024
O00774,2025-02-16,C0766,P1169,Online,Online,1,50.9,0.05,48.35,33.85,16.197499999999998,0,2025-02,2025
O00775,2024-10-08,C0146,P0461,S047,In-Store,2,201.11,0.0,402.22,111.01,180.20000000000002,0,2024-10,2024
O00776,2024-09-04,C0289,P0215,Online,Online,1,203.42,0.1,183.08,147.27,50.53499999999998,0,2024-09,2024
O00777,2025-03-21,C0675,P0616,S029,In-Store,2,285.94,0.1,514.69,190.1,172.512,0,2025-03,2025
O00778,2024-01-31,C0134,P0671,S042,In-Store,1,50.49,0.05,47.97,29.02,20.3965,0,2024-01,2024
O00779,2023-10-16,C0035,P0788,S050,In-Store,2,154.9,0.05,294.31,105.74,93.40400000000001,0,2023-10,2023
O00780,2024-03-20,C0014,P0292,S053,In-Store,1,106.04,0.05,100.74,58.28,45.372,0,2024-03,2024
O00781,2023-10-15,C0330,P0023,S030,In-Store,3,97.03,0.1,261.98,77.91,51.62400000000002,0,2023-10,2023
O00782,2024-01-07,C0591,P0830,S013,In-Store,3,200.01,0.2,480.02,100.71,238.32,0,2024-01,2024
O00783,2024-11-11,C0558,P0900,Online,Online,2,18.92,0.1,34.06,14.57,7.830000000000003,0,2024-11,2024
O00784,2024-04-04,C0526,P0690,S057,In-Store,1,140.54,0.05,133.51,86.13,51.689499999999995,0,2024-04,2024
O00785,2025-03-29,C0499,P1124,S006,In-Store,2,67.07,0.1,120.73,39.38,49.841999999999985,0,2025-03,2025
O00786,2024-04-09,C0269,P0129,S027,In-Store,1,27.78,0.0,27.78,25.0,2.780000000000001,0,2024-04,2024
O00787,2024-02-25,C0129,P0193,Online,Online,2,62.96,0.2,100.74,32.26,49.120000000000005,1,2024-02,2024
O00788,2023-07-11,C0123,P1127,S008,In-Store,3,119.95,0.1,323.87,99.59,54.972,0,2023-07,2023
O00789,2025-01-28,C0446,P1133,S005,In-Store,3,53.96,0.05,153.79,44.43,27.160500000000003,0,2025-01,2025
O00790,2025-01-20,C0523,P0399,Online,Online,1,64.47,0.05,61.25,32.33,30.532999999999998,0,2025-01,2025
O00791,2024-10-27,C0203,P0724,S049,In-Store,2,171.56,0.05,325.96,151.95,37.25900000000002,0,2024-10,2024
O00792,2023-10-13,C0543,P1075,Online,Online,1,285.01,0.1,256.51,191.46,84.195,0,2023-10,2023
O00793,2025-03-26,C0710,P1087,Online,Online,2,36.72,0.05,69.77,18.53,34.56099999999999,0,2025-03,2025
O00794,2023-10-07,C0169,P0463,S048,In-Store,2,192.98,0.05,366.66,114.83,148.48499999999999,0,2023-10,2023
O00795,2023-07-12,C0624,P0868,S017,In-Store,1,207.53,0.0,207.53,131.45,76.08000000000001,0,2023-07,2023
O00796,2023-12-30,C0410,P0607,S033,In-Store,1,12.56,0.2,10.05,10.02,2.032000000000001,0,2023-12,2023
O00797,2025-03-27,C0479,P0659,Online,Online,10,218.6,0.1,1967.4,173.17,408.87000000000006,0,2025-03,2025
O00798,2024-05-08,C0257,P1138,S013,In-Store,1,111.59,0.0,111.59,68.82,42.77000000000001,0,2024-05,2024
O00799,2023-11-01,C0420,P0287,Online,Online,1,300.41,0.05,285.39,196.26,98.94250000000002,0,2023-11,2023
O00800,2024-10-29,C0248,P0801,S041,In-Store,2,38.24,0.2,61.18,25.78,19.936000000000003,0,2024-10,2024
O00801,2023-10-04,C0198,P0509,S004,In-Store,2,222.66,0.05,423.05,126.99,181.773,0,2023-10,2023
O00802,2024-09-18,C0282,P0287,S007,In-Store,1,300.41,0.05,285.39,196.26,98.94250000000002,0,2024-09,2024
O00803,2023-06-18,C0145,P0564,S000,In-Store,1,331.22,0.0,331.22,166.92,164.30000000000004,0,2023-06,2023
O00804,2023-05-22,C0536,P0210,S038,In-Store,3,193.02,0.2,463.25,100.6,221.80800000000005,0,2023-05,2023
O00805,2023-12-17,C0448,P0611,S034,In-Store,3,121.34,0.2,291.22,90.75,73.41600000000001,0,2023-12,2023
O00806,2024-04-28,C0772,P0699,S017,In-Store,1,30.55,0.0,30.55,20.37,10.18,0,2024-04,2024
O00807,2023-10-06,C0261,P0231,S027,In-Store,1,103.03,0.05,97.88,60.23,40.660000000000004,0,2023-10,2023
O00808,2024-02-12,C0708,P0997,S014,In-Store,2,173.8,0.0,347.6,95.65,156.3,1,2024-02,2024
O00809,2025-01-06,C0749,P0742,Online,Online,1,237.5,0.2,190.0,189.9,38.08,0,2025-01,2025
O00810,2025-01-26,C0442,P0863,Online,Online,1,109.7,0.0,109.7,72.06,37.64,0,2025-01,2025
O00811,2024-05-16,C0286,P0564,S040,In-Store,2,331.22,0.1,596.2,166.92,295.74000000000007,0,2024-05,2024
O00812,2024-06-02,C0257,P0730,Online,Online,1,179.11,0.0,179.11,148.34,30.77000000000001,0,2024-06,2024
O00813,2024-07-12,C0497,P0497,S014,In-Store,3,54.61,0.2,131.06,32.72,52.536,0,2024-07,2024
O00814,2023-07-26,C0106,P0999,S053,In-Store,2,185.46,0.2,296.74,139.55,73.456,0,2023-07,2023
O00815,2023-08-25,C0683,P0783,Online,Online,1,59.11,0.0,59.11,41.45,17.659999999999997,0,2023-08,2023
O00816,2023-06-27,C0059,P0201,S007,In-Store,1,63.7,0.05,60.52,52.5,10.640000000000002,0,2023-06,2023
O00817,2024-12-09,C0688,P0863,S045,In-Store,1,109.7,0.0,109.7,72.06,37.64,0,2024-12,2024
O00818,2024-08-24,C0373,P0901,S036,In-Store,1,257.18,0.0,257.18,132.87,124.31,0,2024-08,2024
O00819,2023-05-04,C0643,P0884,S001,In-Store,3,173.32,0.05,493.96,119.02,154.75499999999997,0,2023-05,2023
O00820,2023-05-19,C0024,P0673,Online,Online,2,17.35,0.2,27.76,14.41,4.704000000000002,0,2023-05,2023
O00821,2023-12-28,C0746,P0935,S016,In-Store,2,367.55,0.1,661.59,190.04,319.51800000000003,1,2023-12,2023
O00822,2023-09-16,C0352,P0721,S015,In-Store,2,255.39,0.1,459.7,162.62,166.98599999999996,0,2023-09,2023
O00823,2023-10-16,C0048,P0664,S040,In-Store,1,191.74,0.1,172.57,109.09,74.385,0,2023-10,2023
O00824,2024-07-27,C0164,P0428,S055,In-Store,2,290.61,0.1,523.1,192.06,177.39000000000001,0,2024-07,2024
O00825,2024-07-22,C0771,P0713,S011,In-Store,1,175.75,0.2,140.6,139.9,28.679999999999996,0,2024-07,2024
O00826,2025-03-18,C0341,P0720,S047,In-Store,2,246.29,0.05,467.95,153.35,176.58599999999998,0,2025-03,2025
O00827,2023-06-03,C0313,P0207,S005,In-Store,1,176.19,0.2,140.95,97.87,62.656,0,2023-06,2023
O00828,2024-06-06,C0509,P0381,S012,In-Store,1,169.3,0.1,152.37,107.47,55.64700000000001,0,2024-06,2024
O00829,2023-09-06,C0497,P0718,S028,In-Store,1,73.4,0.1,66.06,44.17,26.307000000000006,0,2023-09,2023
O00830,2024-07-04,C0172,P0661,Online,Online,2,104.14,0.05,197.87,58.34,87.02,0,2024-07,2024
O00831,2023-09-02,C0518,P1147,Online,Online,2,262.37,0.05,498.5,151.81,210.064,0,2023-09,2023
O00832,2025-01-02,C0712,P0155,Online,Online,1,114.52,0.0,114.52,94.98,19.539999999999992,1,2025-01,2025
O00833,2025-01-19,C0679,P0828,S009,In-Store,1,33.22,0.1,29.9,28.38,4.356,0,2025-01,2025
O00834,2023-08-09,C0406,P0272,S006,In-Store,1,43.92,0.1,39.53,22.88,18.936000000000003,0,2023-08,2023
O00835,2023-09-03,C0084,P0663,S028,In-Store,1,164.71,0.0,164.71,83.66,81.05000000000001,0,2023-09,2023
O00836,2025-02-27,C0158,P0560,Online,Online,2,59.02,0.05,112.14,33.92,47.69,0,2025-02,2025
O00837,2023-09-22,C0224,P0502,S028,In-Store,1,256.28,0.05,243.47,165.85,85.90849999999998,0,2023-09,2023
O00838,2024-04-11,C0303,P0499,S054,In-Store,1,265.43,0.2,212.34,140.47,99.96800000000002,0,2024-04,2024
O00839,2023-10-27,C0424,P1139,S036,In-Store,1,222.83,0.05,211.69,196.14,25.355500000000024,0,2023-10,2023
O00840,2024-06-08,C0531,P1189,S036,In-Store,1,252.18,0.2,201.74,132.49,95.75200000000001,1,2024-06,2024
O00841,2023-06-13,C0723,P0745,S016,In-Store,1,16.81,0.2,13.45,9.63,5.743999999999999,1,2023-06,2023
O00842,2024-04-03,C0240,P0655,S004,In-Store,1,25.85,0.05,24.56,15.47,9.861,0,2024-04,2024
O00843,2023-10-02,C0719,P0505,S037,In-Store,2,231.34,0.05,439.55,186.24,85.68999999999998,0,2023-10,2023
